# STRUCTURAL COVERAGE (tasks.md D1) — every feature a cornerstone exercises, anchored to a term or node
# of its typed proof trace and to the claim cell whose closure discharges it.  Written by EquivPipelineTest
# from the parsed AST and the trace DAGs; re-derived row by row by `scripts/check_coverage.py`.
# Census rows (`*`) list the constructors no cornerstone exercises and the certified laws no trace fires.
# cornerstone	kind	feature	artifact	artifact-node	trace	trace-node	claim	state
puzzle15	resource	A6-EXACT-COMP	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-COMP	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	resource	A6-EXACT-INTER	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-INTER	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	resource	A6-EXACT-INTER-SAME	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-INTER-SAME	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	resource	A6-EXACT-RAFF	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-RAFF	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	resource	A6-EXACT-TAILS-UNION	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-TAILS-UNION	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	resource	A6-EXACT-UNION	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-UNION	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	resource	A6-EXACT-UNION-SAME	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-UNION-SAME	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	resource	A6-EXACT-UNWRAP	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-UNWRAP	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	resource	A6-EXACT-WRAP	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-WRAP	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	resource	A6-IVL	proofs/spatial/REGISTRY.tsv	RULE:A6-IVL	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	resource	A6-IVL-IMPL	proofs/spatial/REGISTRY.tsv	RULE:A6-IVL-IMPL	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	resource	A6-MUSTMAY	proofs/spatial/REGISTRY.tsv	RULE:A6-MUSTMAY	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	resource	A6-ORDER	proofs/spatial/REGISTRY.tsv	RULE:A6-ORDER	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle15	resource	A6-PATRICIA	proofs/spatial/REGISTRY.tsv	RULE:A6-PATRICIA	proofs/pipeline/traces/puzzle15-space.trace.tsv	N:4	puzzle15/space/instance	covered
puzzle3-full	binder	Fixpoint	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	T:9d1bb69376a1	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	binder	Iteration	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	T:9d1bb69376a1	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	boundary	graph	proofs/pipeline/puzzle3-full-graph-agnostic.smt2	BOUNDARY:graph	proofs/pipeline/traces/puzzle3-full-graph.trace.tsv	N:12	puzzle3-full/graph/instance	covered
puzzle3-full	boundary	space	proofs/pipeline/puzzle3-full-space.smt2	BOUNDARY:space	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	boundary	zipper	proofs/pipeline/puzzle3-full-zipper.smt2	BOUNDARY:zipper	proofs/pipeline/traces/puzzle3-full-zipper.trace.tsv	N:4	puzzle3-full/zipper/instance	covered
puzzle3-full	constructor	Composition	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	T:9d1bb69376a1	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	constructor	Concat	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	T:9d1bb69376a1	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	constructor	Constant	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	T:9d1bb69376a1	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	constructor	Deref	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	T:9d1bb69376a1	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	constructor	Fixpoint	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	T:9d1bb69376a1	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	constructor	Intersection	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	T:9d1bb69376a1	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	constructor	Iteration	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	T:9d1bb69376a1	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	constructor	Literal	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	T:9d1bb69376a1	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	constructor	Mention	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	T:9d1bb69376a1	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	constructor	Raffination	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	T:9d1bb69376a1	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	constructor	Singleton	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	T:9d1bb69376a1	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	constructor	TailsUnion	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	T:9d1bb69376a1	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	constructor	Union	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	T:9d1bb69376a1	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	constructor	Unwrap	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	T:9d1bb69376a1	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	constructor	Wrap	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	T:9d1bb69376a1	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	hole	Fixpoint	proofs/pipeline/puzzle3-full-zipper.smt2	HOLE:#hole0	proofs/pipeline/traces/puzzle3-full-zipper.trace.tsv	N:0	puzzle3-full/zipper/instance	covered
puzzle3-full	law	constant-ops	proofs/pipeline/puzzle3-full-space.smt2	law:constant-ops	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	resource	A6-BACKENDS	proofs/spatial/REGISTRY.tsv	RULE:A6-BACKENDS	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	resource	A6-BUDGET	proofs/spatial/REGISTRY.tsv	RULE:A6-BUDGET	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	resource	A6-EVENTS	proofs/spatial/REGISTRY.tsv	RULE:A6-EVENTS	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	resource	A6-EXACT-COMP	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-COMP	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	resource	A6-EXACT-INTER	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-INTER	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	resource	A6-EXACT-INTER-SAME	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-INTER-SAME	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	resource	A6-EXACT-RAFF	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-RAFF	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	resource	A6-EXACT-RANGE	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-RANGE	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	resource	A6-EXACT-TAILS-UNION	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-TAILS-UNION	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	resource	A6-EXACT-UNION	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-UNION	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	resource	A6-EXACT-UNION-SAME	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-UNION-SAME	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	resource	A6-EXACT-UNWRAP	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-UNWRAP	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	resource	A6-EXACT-WRAP	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-WRAP	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	resource	A6-IVL	proofs/spatial/REGISTRY.tsv	RULE:A6-IVL	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	resource	A6-IVL-IMPL	proofs/spatial/REGISTRY.tsv	RULE:A6-IVL-IMPL	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	resource	A6-MUSTMAY	proofs/spatial/REGISTRY.tsv	RULE:A6-MUSTMAY	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	resource	A6-ORDER	proofs/spatial/REGISTRY.tsv	RULE:A6-ORDER	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	resource	A6-PATRICIA	proofs/spatial/REGISTRY.tsv	RULE:A6-PATRICIA	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	resource	A6-RANGE	proofs/spatial/REGISTRY.tsv	RULE:A6-RANGE	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
puzzle3-full	resource	A6-WIDEN	proofs/spatial/REGISTRY.tsv	RULE:A6-WIDEN	proofs/pipeline/traces/puzzle3-full-space.trace.tsv	N:0	puzzle3-full/space/instance	covered
temperature	boundary	graph	proofs/pipeline/temperature-graph-agnostic.smt2	BOUNDARY:graph	proofs/pipeline/traces/temperature-graph.trace.tsv	N:2	temperature/graph/instance	covered
temperature	boundary	space	proofs/pipeline/temperature-space.smt2	BOUNDARY:space	proofs/pipeline/traces/temperature-space.trace.tsv	N:2	temperature/space/instance	covered
temperature	boundary	zipper	proofs/pipeline/temperature-zipper.smt2	BOUNDARY:zipper	proofs/pipeline/traces/temperature-zipper.trace.tsv	N:4	temperature/zipper/instance	covered
temperature	constructor	Literal	proofs/pipeline/traces/temperature-space.trace.tsv	T:b2d255c2b847	proofs/pipeline/traces/temperature-space.trace.tsv	N:2	temperature/space/instance	covered
temperature	constructor	Mention	proofs/pipeline/traces/temperature-space.trace.tsv	T:b2d255c2b847	proofs/pipeline/traces/temperature-space.trace.tsv	N:2	temperature/space/instance	covered
temperature	constructor	Restriction	proofs/pipeline/traces/temperature-space.trace.tsv	T:b2d255c2b847	proofs/pipeline/traces/temperature-space.trace.tsv	N:2	temperature/space/instance	covered
temperature	constructor	Union	proofs/pipeline/traces/temperature-space.trace.tsv	T:b2d255c2b847	proofs/pipeline/traces/temperature-space.trace.tsv	N:2	temperature/space/instance	covered
temperature	resource	A6-BACKENDS	proofs/spatial/REGISTRY.tsv	RULE:A6-BACKENDS	proofs/pipeline/traces/temperature-space.trace.tsv	N:2	temperature/space/instance	covered
temperature	resource	A6-EVENTS	proofs/spatial/REGISTRY.tsv	RULE:A6-EVENTS	proofs/pipeline/traces/temperature-space.trace.tsv	N:2	temperature/space/instance	covered
temperature	resource	A6-EXACT-RESTRICT	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-RESTRICT	proofs/pipeline/traces/temperature-space.trace.tsv	N:2	temperature/space/instance	covered
temperature	resource	A6-EXACT-UNION	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-UNION	proofs/pipeline/traces/temperature-space.trace.tsv	N:2	temperature/space/instance	covered
temperature	resource	A6-EXACT-UNION-SAME	proofs/spatial/REGISTRY.tsv	RULE:A6-EXACT-UNION-SAME	proofs/pipeline/traces/temperature-space.trace.tsv	N:2	temperature/space/instance	covered
temperature	resource	A6-IVL	proofs/spatial/REGISTRY.tsv	RULE:A6-IVL	proofs/pipeline/traces/temperature-space.trace.tsv	N:2	temperature/space/instance	covered
temperature	resource	A6-IVL-IMPL	proofs/spatial/REGISTRY.tsv	RULE:A6-IVL-IMPL	proofs/pipeline/traces/temperature-space.trace.tsv	N:2	temperature/space/instance	covered
temperature	resource	A6-MUSTMAY	proofs/spatial/REGISTRY.tsv	RULE:A6-MUSTMAY	proofs/pipeline/traces/temperature-space.trace.tsv	N:2	temperature/space/instance	covered
temperature	resource	A6-ORDER	proofs/spatial/REGISTRY.tsv	RULE:A6-ORDER	proofs/pipeline/traces/temperature-space.trace.tsv	N:2	temperature/space/instance	covered
temperature	resource	A6-PATRICIA	proofs/spatial/REGISTRY.tsv	RULE:A6-PATRICIA	proofs/pipeline/traces/temperature-space.trace.tsv	N:2	temperature/space/instance	covered
*	constructor	Fold	census	census	census	census	census	unsupported
*	constructor	TailsIntersection	census	census	census	census	census	unsupported
*	constructor	GroundedPS	census	census	census	census	census	unsupported
*	constructor	GroundedSS	census	census	census	census	census	unsupported
*	constructor	Range	census	census	census	census	census	unsupported
*	constructor	GroundedPP	census	census	census	census	census	unsupported
*	constructor	GroundedSP	census	census	census	census	census	unsupported
*	law	absorption	census	census	census	census	census	proved-unexercised
*	law	append-assoc	census	census	census	census	census	proved-unexercised
*	law	append-inj	census	census	census	census	census	proved-unexercised
*	law	comp-assoc	census	census	census	census	census	proved-unexercised
*	law	comp-assoc-right	census	census	census	census	census	proved-unexercised
*	law	comp-lit-to-wraps	census	census	census	census	census	proved-unexercised
*	law	comp-rdistrib	census	census	census	census	census	proved-unexercised
*	law	comp-set	census	census	census	census	census	proved-unexercised
*	law	concat-path	census	census	census	census	census	proved-unexercised
*	law	concat-singleton-iter	census	census	census	census	census	proved-unexercised
*	law	demorgan-sub	census	census	census	census	census	proved-unexercised
*	law	guard-hoist	census	census	census	census	census	proved-unexercised
*	law	head-set	census	census	census	census	census	proved-unexercised
*	law	head-tails-cover	census	census	census	census	census	proved-unexercised
*	law	inter-assoc	census	census	census	census	census	proved-unexercised
*	law	inter-comm	census	census	census	census	census	proved-unexercised
*	law	inter-distrib	census	census	census	census	census	proved-unexercised
*	law	inter-empty	census	census	census	census	census	proved-unexercised
*	law	inter-idem	census	census	census	census	census	proved-unexercised
*	law	isprefix-append	census	census	census	census	census	proved-unexercised
*	law	iter-comp-right-hoist	census	census	census	census	census	proved-unexercised
*	law	iter-fusion	census	census	census	census	census	proved-unexercised
*	law	iter-ident	census	census	census	census	census	proved-unexercised
*	law	iter-set	census	census	census	census	census	proved-unexercised
*	law	iter-setop-merge	census	census	census	census	census	proved-unexercised
*	law	iter-tails	census	census	census	census	census	proved-unexercised
*	law	iter-transpose-semijoin	census	census	census	census	census	proved-unexercised
*	law	iter-union-indep	census	census	census	census	census	proved-unexercised
*	law	iter-witness-head-narrow	census	census	census	census	census	proved-unexercised
*	law	iterate-singleton-deref	census	census	census	census	census	proved-unexercised
*	law	iterc-set	census	census	census	census	census	proved-unexercised
*	law	literal-space-ops	census	census	census	census	census	proved-unexercised
*	law	raff-restrict-algebra	census	census	census	census	census	proved-unexercised
*	law	raffination-partition	census	census	census	census	census	proved-unexercised
*	law	raffination-push	census	census	census	census	census	proved-unexercised
*	law	range-singleton	census	census	census	census	census	proved-unexercised
*	law	restrict-idem	census	census	census	census	census	proved-unexercised
*	law	restrict-raff-wrap-both	census	census	census	census	census	proved-unexercised
*	law	restrict-self	census	census	census	census	census	proved-unexercised
*	law	restrict-set	census	census	census	census	census	proved-unexercised
*	law	restrict-wrap-both	census	census	census	census	census	proved-unexercised
*	law	restriction-push	census	census	census	census	census	proved-unexercised
*	law	restriction-singleton-unwrap	census	census	census	census	census	proved-unexercised
*	law	singleton-composition-wrap	census	census	census	census	census	proved-unexercised
*	law	singleton-const-literal	census	census	census	census	census	proved-unexercised
*	law	singleton-constprefix-wrap	census	census	census	census	census	proved-unexercised
*	law	singleton-disq	census	census	census	census	census	proved-unexercised
*	law	singleton-space-op-path-op	census	census	census	census	census	proved-unexercised
*	law	sub-distrib	census	census	census	census	census	proved-unexercised
*	law	sub-empty	census	census	census	census	census	proved-unexercised
*	law	sub-self	census	census	census	census	census	proved-unexercised
*	law	tailsi-set	census	census	census	census	census	proved-unexercised
*	law	tailsu-push	census	census	census	census	census	proved-unexercised
*	law	tailsu-set	census	census	census	census	census	proved-unexercised
*	law	tailsunion-singleton	census	census	census	census	census	proved-unexercised
*	law	transpose-spec	census	census	census	census	census	proved-unexercised
*	law	union-assoc	census	census	census	census	census	proved-unexercised
*	law	union-chain-tailsu	census	census	census	census	census	proved-unexercised
*	law	union-comm	census	census	census	census	census	proved-unexercised
*	law	union-idem	census	census	census	census	census	proved-unexercised
*	law	union-unit	census	census	census	census	census	proved-unexercised
*	law	unwrap-fuse-const	census	census	census	census	census	proved-unexercised
*	law	unwrap-merge	census	census	census	census	census	proved-unexercised
*	law	unwrap-merge-set	census	census	census	census	census	proved-unexercised
*	law	unwrap-push	census	census	census	census	census	proved-unexercised
*	law	unwrap-set	census	census	census	census	census	proved-unexercised
*	law	unwrap-wrap	census	census	census	census	census	proved-unexercised
*	law	wrap-as-comp	census	census	census	census	census	proved-unexercised
*	law	wrap-disjoint	census	census	census	census	census	proved-unexercised
*	law	wrap-iter	census	census	census	census	census	proved-unexercised
*	law	wrap-merge	census	census	census	census	census	proved-unexercised
*	law	wrap-set	census	census	census	census	census	proved-unexercised
*	law	zipper-refinement	census	census	census	census	census	proved-unexercised
